Date,Action,Symbol,Description,Quantity,Price,Fees & Comm,Amount
04/22/2024,Buy to Open,ARM 04/26/2024 88.00 P,TDA TRAN - Bought to Open 2 (ARM Apr 26 2024 88.0 Put) @2.5000,2,$2.50,$1.32,-$501.32
04/19/2024,Buy to Open,NVDA 04/19/2024 800.00 C,TDA TRAN - Bought to Open 1 (NVDA Apr 19 2024 800.0 Call) @1.8500,1,$1.85,$0.66,-$185.66
04/19/2024,Sell to Close,NVDA 08/16/2024 1100.00 C,TDA TRAN - Sold to Close 1 (NVDA Aug 16 2024 1100.0 Call) @21.2500,1,$21.25,$0.68,"$2,124.32"
04/19/2024,Buy to Open,NVDA 08/16/2024 1100.00 C,TDA TRAN - Bought to Open 1 (NVDA Aug 16 2024 1100.0 Call) @22.6500,1,$22.65,$0.66,"-$2,265.66"
04/19/2024,Sell to Close,AMD 07/19/2024 135.00 P,TDA TRAN - Sold to Close 1 (AMD Jul 19 2024 135.0 Put) @7.0500,1,$7.05,$0.67,$704.33
04/19/2024,Sell to Close,LRCX 04/19/2024 880.00 P,TDA TRAN - Sold to Close 1 (LRCX Apr 19 2024 880.0 Put) @5.4500,1,$5.45,$0.66,$544.34
04/19/2024,Buy to Open,LRCX 04/19/2024 880.00 P,TDA TRAN - Bought to Open 1 (LRCX Apr 19 2024 880.0 Put) @4.0000,1,$4.00,$0.66,-$400.66
04/19/2024,Sell to Close,AMD 04/19/2024 150.00 P,TDA TRAN - Sold to Close 1 (AMD Apr 19 2024 150.0 Put) @0.8100,1,$0.81,$0.66,$80.34
04/19/2024,Sell to Close,AMD 04/19/2024 150.00 P,TDA TRAN - Sold to Close 2 (AMD Apr 19 2024 150.0 Put) @0.6800,2,$0.68,$1.33,$134.67
04/19/2024,Buy to Open,AMD 04/19/2024 150.00 P,TDA TRAN - Bought to Open 3 (AMD Apr 19 2024 150.0 Put) @0.5000,3,$0.50,$1.98,-$151.98
04/18/2024,Sell to Close,META 04/19/2024 510.00 C,TDA TRAN - Sold to Close 1 (META Apr 19 2024 510.0 Call) @2.7000,1,$2.70,$0.66,$269.34
04/18/2024,Sell to Close,META 04/19/2024 502.50 C,TDA TRAN - Sold to Close 1 (META Apr 19 2024 502.5 Call) @6.0000,1,$6.00,$0.66,$599.34
04/17/2024,Sell to Close,IWM 05/17/2024 186.00 P,TDA TRAN - Sold to Close 2 (IWM May 17 2024 186.0 Put) @2.2200,2,$2.22,$1.33,$442.67
04/17/2024,Buy to Open,META 04/19/2024 510.00 C,TDA TRAN - Bought to Open 1 (META Apr 19 2024 510.0 Call) @1.3500,1,$1.35,$0.66,-$135.66
04/17/2024,Sell to Close,MU 04/19/2024 115.00 P,TDA TRAN - Sold to Close 2 (MU Apr 19 2024 115.0 Put) @0.9000,2,$0.90,$1.33,$178.67
04/17/2024,Buy to Open,AMD 07/19/2024 135.00 P,TDA TRAN - Bought to Open 1 (AMD Jul 19 2024 135.0 Put) @5.7000,1,$5.70,$0.66,-$570.66
04/17/2024,Buy to Open,MU 04/19/2024 115.00 P,TDA TRAN - Bought to Open 2 (MU Apr 19 2024 115.0 Put) @0.7900,2,$0.79,$1.32,-$159.32
04/17/2024,Buy to Open,META 04/19/2024 502.50 C,TDA TRAN - Bought to Open 1 (META Apr 19 2024 502.5 Call) @4.2000,1,$4.20,$0.66,-$420.66
04/17/2024,Sell to Close,META 04/19/2024 510.00 C,TDA TRAN - Sold to Close 1 (META Apr 19 2024 510.0 Call) @2.1500,1,$2.15,$0.66,$214.34
04/17/2024,Sell to Close,META 04/19/2024 510.00 C,TDA TRAN - Sold to Close 1 (META Apr 19 2024 510.0 Call) @2.0000,1,$2.00,$0.66,$199.34
04/17/2024,Sell to Close,NVDA 04/19/2024 885.00 C,TDA TRAN - Sold to Close 1 (NVDA Apr 19 2024 885.0 Call) @3.2500,1,$3.25,$0.66,$324.34
04/17/2024,Buy to Open,META 04/19/2024 510.00 C,TDA TRAN - Bought to Open 1 (META Apr 19 2024 510.0 Call) @1.7400,1,$1.74,$0.66,-$174.66
04/17/2024,Buy to Open,NVDA 04/19/2024 885.00 C,TDA TRAN - Bought to Open 1 (NVDA Apr 19 2024 885.0 Call) @3.7000,1,$3.70,$0.66,-$370.66
04/17/2024,Sell to Close,FSLR 04/19/2024 190.00 C,TDA TRAN - Sold to Close 2 (FSLR Apr 19 2024 190.0 Call) @0.5500,2,$0.55,$1.33,$108.67
04/17/2024,Buy to Open,FSLR 04/19/2024 190.00 C,TDA TRAN - Bought to Open 2 (FSLR Apr 19 2024 190.0 Call) @0.8000,2,$0.80,$1.32,-$161.32
04/17/2024,Buy to Open,META 04/19/2024 510.00 C,TDA TRAN - Bought to Open 1 (META Apr 19 2024 510.0 Call) @1.7700,1,$1.77,$0.66,-$177.66
04/17/2024,Sell to Close,QQQ 04/17/2024 429.00 C,TDA TRAN - Sold to Close 3 (QQQ Apr 17 2024 429.0 Call) @0.2700,3,$0.27,$1.99,$79.01
04/17/2024,Sell to Close,NVDA 04/19/2024 880.00 C,TDA TRAN - Sold to Close 1 (NVDA Apr 19 2024 880.0 Call) @4.0500,1,$4.05,$0.66,$404.34
04/17/2024,Buy to Open,NVDA 04/19/2024 880.00 C,TDA TRAN - Bought to Open 1 (NVDA Apr 19 2024 880.0 Call) @4.1500,1,$4.15,$0.66,-$415.66
04/17/2024,Buy to Open,QQQ 04/17/2024 429.00 C,TDA TRAN - Bought to Open 3 (QQQ Apr 17 2024 429.0 Call) @0.3800,3,$0.38,$1.98,-$115.98
04/17/2024,Sell to Close,NVDA 04/19/2024 880.00 C,TDA TRAN - Sold to Close 1 (NVDA Apr 19 2024 880.0 Call) @3.6000,1,$3.60,$0.66,$359.34
04/17/2024,Buy to Open,NVDA 04/19/2024 880.00 C,TDA TRAN - Bought to Open 1 (NVDA Apr 19 2024 880.0 Call) @3.9500,1,$3.95,$0.66,-$395.66
04/17/2024,Sell to Close,NVDA 04/19/2024 880.00 C,TDA TRAN - Sold to Close 1 (NVDA Apr 19 2024 880.0 Call) @3.9500,1,$3.95,$0.66,$394.34
04/17/2024,Buy to Open,NVDA 04/19/2024 880.00 C,TDA TRAN - Bought to Open 1 (NVDA Apr 19 2024 880.0 Call) @4.1000,1,$4.10,$0.66,-$410.66
04/17/2024,Sell to Close,NVDA 04/19/2024 820.00 P,TDA TRAN - Sold to Close 1 (NVDA Apr 19 2024 820.0 Put) @3.9000,1,$3.90,$0.66,$389.34
04/17/2024,Buy to Open,NVDA 04/19/2024 820.00 P,TDA TRAN - Bought to Open 1 (NVDA Apr 19 2024 820.0 Put) @4.3000,1,$4.30,$0.66,-$430.66
04/17/2024,Sell to Close,IWM 04/17/2024 194.00 P,TDA TRAN - Sold to Close 1 (IWM Apr 17 2024 194.0 Put) @0.8700,1,$0.87,$0.66,$86.34
04/17/2024,Buy to Open,IWM 05/17/2024 186.00 P,TDA TRAN - Bought to Open 2 (IWM May 17 2024 186.0 Put) @2.0700,2,$2.07,$1.32,-$415.32
04/17/2024,Sell to Close,META 04/19/2024 510.00 C,TDA TRAN - Sold to Close 1 (META Apr 19 2024 510.0 Call) @1.9800,1,$1.98,$0.66,$197.34
04/17/2024,Buy to Open,META 04/19/2024 510.00 C,TDA TRAN - Bought to Open 1 (META Apr 19 2024 510.0 Call) @2.1000,1,$2.10,$0.66,-$210.66
04/17/2024,Sell to Close,META 04/19/2024 485.00 P,TDA TRAN - Sold to Close 1 (META Apr 19 2024 485.0 Put) @2.0300,1,$2.03,$0.66,$202.34
04/17/2024,Buy to Open,META 04/19/2024 485.00 P,TDA TRAN - Bought to Open 1 (META Apr 19 2024 485.0 Put) @2.0000,1,$2.00,$0.66,-$200.66
04/17/2024,Sell to Close,IWM 04/17/2024 194.00 P,TDA TRAN - Sold to Close 1 (IWM Apr 17 2024 194.0 Put) @0.3000,1,$0.30,$0.66,$29.34
04/17/2024,Sell to Close,AVGO 04/19/2024 1300.00 P,TDA TRAN - Sold to Close 1 (AVGO Apr 19 2024 1300.0 Put) @7.8000,1,$7.80,$0.67,$779.33
04/17/2024,Buy to Open,AVGO 04/19/2024 1300.00 P,TDA TRAN - Bought to Open 1 (AVGO Apr 19 2024 1300.0 Put) @6.6000,1,$6.60,$0.66,-$660.66
04/16/2024,Sell to Close,NVDA 04/19/2024 900.00 C,TDA TRAN - Sold to Close 1 (NVDA Apr 19 2024 900.0 Call) @6.7500,1,$6.75,$0.67,$674.33
04/16/2024,Buy to Open,NVDA 04/19/2024 900.00 C,TDA TRAN - Bought to Open 1 (NVDA Apr 19 2024 900.0 Call) @5.7500,1,$5.75,$0.66,-$575.66
04/16/2024,Buy to Open,IWM 04/17/2024 194.00 P,TDA TRAN - Bought to Open 2 (IWM Apr 17 2024 194.0 Put) @0.9900,2,$0.99,$1.32,-$199.32
04/16/2024,Sell to Close,NVDA 04/19/2024 910.00 C,TDA TRAN - Sold to Close 1 (NVDA Apr 19 2024 910.0 Call) @3.7500,1,$3.75,$0.66,$374.34
04/16/2024,Buy to Open,NVDA 04/19/2024 910.00 C,TDA TRAN - Bought to Open 1 (NVDA Apr 19 2024 910.0 Call) @4.0000,1,$4.00,$0.66,-$400.66
04/16/2024,Sell to Close,NVDA 04/19/2024 910.00 C,TDA TRAN - Sold to Close 1 (NVDA Apr 19 2024 910.0 Call) @3.0500,1,$3.05,$0.66,$304.34
04/16/2024,Buy to Open,NVDA 04/19/2024 910.00 C,TDA TRAN - Bought to Open 1 (NVDA Apr 19 2024 910.0 Call) @3.9500,1,$3.95,$0.66,-$395.66
04/16/2024,Sell to Close,BA 04/19/2024 172.50 C,TDA TRAN - Sold to Close 1 (BA Apr 19 2024 172.5 Call) @1.1600,1,$1.16,$0.66,$115.34
04/16/2024,Buy to Open,BA 04/19/2024 172.50 C,TDA TRAN - Bought to Open 1 (BA Apr 19 2024 172.5 Call) @1.2000,1,$1.20,$0.66,-$120.66
04/16/2024,Sell to Close,MU 04/19/2024 122.00 C,TDA TRAN - Sold to Close 1 (MU Apr 19 2024 122.0 Call) @1.4100,1,$1.41,$0.66,$140.34
04/16/2024,Sell to Close,MU 04/19/2024 122.00 C,TDA TRAN - Sold to Close 1 (MU Apr 19 2024 122.0 Call) @1.3800,1,$1.38,$0.66,$137.34
04/16/2024,Buy to Open,MU 04/19/2024 122.00 C,TDA TRAN - Bought to Open 2 (MU Apr 19 2024 122.0 Call) @1.2900,2,$1.29,$1.32,-$259.32
04/16/2024,Sell to Close,META 04/19/2024 515.00 C,TDA TRAN - Sold to Close 1 (META Apr 19 2024 515.0 Call) @3.6000,1,$3.60,$0.66,$359.34
04/16/2024,Buy to Open,META 04/19/2024 515.00 C,TDA TRAN - Bought to Open 1 (META Apr 19 2024 515.0 Call) @3.4000,1,$3.40,$0.66,-$340.66
04/16/2024,Sell to Close,MU 04/19/2024 115.00 P,TDA TRAN - Sold to Close 1 (MU Apr 19 2024 115.0 Put) @0.6600,1,$0.66,$0.66,$65.34
04/16/2024,Sell to Close,NVDA 04/19/2024 900.00 C,TDA TRAN - Sold to Close 1 (NVDA Apr 19 2024 900.0 Call) @5.8500,1,$5.85,$0.66,$584.34
04/16/2024,Buy to Open,NVDA 04/19/2024 900.00 C,TDA TRAN - Bought to Open 1 (NVDA Apr 19 2024 900.0 Call) @4.6000,1,$4.60,$0.66,-$460.66
04/16/2024,Buy,COIN,TDA TRAN - Bought 2 (COIN) @219.5099,2,$219.5099,,-$439.02
04/16/2024,Sell to Close,MU 04/19/2024 121.00 P,TDA TRAN - Sold to Close 2 (MU Apr 19 2024 121.0 Put) @3.2500,2,$3.25,$1.34,$648.66
04/16/2024,Buy to Open,MU 04/19/2024 115.00 P,TDA TRAN - Bought to Open 1 (MU Apr 19 2024 115.0 Put) @0.7600,1,$0.76,$0.66,-$76.66
04/16/2024,Sell to Close,AMD 04/19/2024 157.50 P,TDA TRAN - Sold to Close 1 (AMD Apr 19 2024 157.5 Put) @1.3800,1,$1.38,$0.66,$137.34
04/15/2024,Buy,COIN,TDA TRAN - Bought 2 (COIN) @223.0000,2,$223.00,,-$446.00
04/15/2024,Sell to Close,MU 04/19/2024 120.00 P,TDA TRAN - Sold to Close 1 (MU Apr 19 2024 120.0 Put) @1.7900,1,$1.79,$0.66,$178.34
04/15/2024,Buy to Open,MU 04/19/2024 120.00 P,TDA TRAN - Bought to Open 1 (MU Apr 19 2024 120.0 Put) @1.7600,1,$1.76,$0.66,-$176.66
04/15/2024,Sell to Close,NVDA 04/19/2024 900.00 C,TDA TRAN - Sold to Close 1 (NVDA Apr 19 2024 900.0 Call) @6.9500,1,$6.95,$0.67,$694.33
04/15/2024,Buy to Open,AMD 04/19/2024 157.50 P,TDA TRAN - Bought to Open 1 (AMD Apr 19 2024 157.5 Put) @2.2400,1,$2.24,$0.66,-$224.66
04/15/2024,Buy to Open,NVDA 04/19/2024 900.00 C,TDA TRAN - Bought to Open 1 (NVDA Apr 19 2024 900.0 Call) @7.3400,1,$7.34,$0.66,-$734.66
04/15/2024,Sell to Close,MU 04/19/2024 120.00 P,TDA TRAN - Sold to Close 1 (MU Apr 19 2024 120.0 Put) @1.7500,1,$1.75,$0.66,$174.34
04/15/2024,Buy to Close,AMZN 04/19/2024 190.00 C,TDA TRAN - Bought to Close 1 (AMZN Apr 19 2024 190.0 Call) @0.4800,1,$0.48,$0.66,-$48.66
04/15/2024,Sell to Open,AMZN 04/19/2024 190.00 C,TDA TRAN - Sold to Open 1 (AMZN Apr 19 2024 190.0 Call) @0.4800,1,$0.48,$0.66,$47.34
04/15/2024,Sell to Close,AMZN 04/19/2024 190.00 C,TDA TRAN - Sold to Close 2 (AMZN Apr 19 2024 190.0 Call) @0.4700,2,$0.47,$1.33,$92.67
04/15/2024,Buy to Open,MU 04/19/2024 120.00 P,TDA TRAN - Bought to Open 1 (MU Apr 19 2024 120.0 Put) @1.7500,1,$1.75,$0.66,-$175.66
04/15/2024,Sell,LRCX,TDA TRAN - Sold 3 (LRCX) @940.6300,3,$940.63,$0.02,"$2,821.87"
04/15/2024,Buy to Open,MU 04/19/2024 121.00 P,TDA TRAN - Bought to Open 2 (MU Apr 19 2024 121.0 Put) @2.1800,2,$2.18,$1.32,-$437.32
04/15/2024,Buy,LRCX,TDA TRAN - Bought 3 (LRCX) @940.5613,3,$940.5613,,"-$2,821.68"
04/15/2024,Sell to Close,SPXW 04/15/2024 5100.00 P,TDA TRAN - Sold to Close 1 (SPXW Apr 15 2024 5100.0 Put) @5.9000,1,$5.90,$1.18,$588.82
04/15/2024,Buy to Open,SPXW 04/15/2024 5100.00 P,TDA TRAN - Bought to Open 1 (SPXW Apr 15 2024 5100.0 Put) @4.6000,1,$4.60,$1.18,-$461.18
04/15/2024,Buy to Open,AAPL 04/19/2024 180.00 C,TDA TRAN - Bought to Open 1 (AAPL Apr 19 2024 180.0 Call) @0.6000,1,$0.60,$0.66,-$60.66
04/15/2024,Buy to Open,TQQQ 05/10/2024 60.00 C,TDA TRAN - Bought to Open 1 (TQQQ May 10 2024 60.0 Call) @3.1000,1,$3.10,$0.66,-$310.66
04/15/2024,Sell to Close,SPY 04/15/2024 510.00 P,TDA TRAN - Sold to Close 1 (SPY Apr 15 2024 510.0 Put) @0.6100,1,$0.61,$0.66,$60.34
04/15/2024,Sell to Close,SPY 04/15/2024 510.00 P,TDA TRAN - Sold to Close 1 (SPY Apr 15 2024 510.0 Put) @0.5500,1,$0.55,$0.66,$54.34
04/15/2024,Buy to Open,SPY 04/15/2024 510.00 P,TDA TRAN - Bought to Open 2 (SPY Apr 15 2024 510.0 Put) @0.9200,2,$0.92,$1.32,-$185.32
04/15/2024,Sell to Close,SPY 04/15/2024 510.00 P,TDA TRAN - Sold to Close 1 (SPY Apr 15 2024 510.0 Put) @0.8900,1,$0.89,$0.66,$88.34
04/15/2024,Sell to Close,SPY 04/15/2024 510.00 P,TDA TRAN - Sold to Close 2 (SPY Apr 15 2024 510.0 Put) @0.8300,2,$0.83,$1.33,$164.67
04/15/2024,Buy to Open,SPY 04/15/2024 510.00 P,TDA TRAN - Bought to Open 1 (SPY Apr 15 2024 510.0 Put) @0.9300,1,$0.93,$0.66,-$93.66
04/15/2024,Buy to Open,SPY 04/15/2024 510.00 P,TDA TRAN - Bought to Open 2 (SPY Apr 15 2024 510.0 Put) @0.8700,2,$0.87,$1.32,-$175.32
04/12/2024,Buy to Open,AAPL 04/19/2024 180.00 C,TDA TRAN - Bought to Open 1 (AAPL Apr 19 2024 180.0 Call) @1.1000,1,$1.10,$0.66,-$110.66
04/12/2024,Sell to Close,AMZN 04/19/2024 190.00 C,TDA TRAN - Sold to Close 1 (AMZN Apr 19 2024 190.0 Call) @1.0600,1,$1.06,$0.66,$105.34
04/12/2024,Sell to Close,AAPL 04/19/2024 180.00 C,TDA TRAN - Sold to Close 3 (AAPL Apr 19 2024 180.0 Call) @1.0100,3,$1.01,$1.99,$301.01
04/12/2024,Buy to Open,AAPL 04/19/2024 180.00 C,TDA TRAN - Bought to Open 1 (AAPL Apr 19 2024 180.0 Call) @0.9100,1,$0.91,$0.66,-$91.66
04/12/2024,Buy to Open,AVGO 04/12/2024 1340.00 P,TDA TRAN - Bought to Open 1 (AVGO Apr 12 2024 1340.0 Put) @3.5600,1,$3.56,$0.66,-$356.66
04/12/2024,Buy to Open,AAPL 04/19/2024 180.00 C,TDA TRAN - Bought to Open 1 (AAPL Apr 19 2024 180.0 Call) @0.8500,1,$0.85,$0.66,-$85.66
04/12/2024,Buy to Open,AAPL 04/19/2024 180.00 C,TDA TRAN - Bought to Open 1 (AAPL Apr 19 2024 180.0 Call) @0.8500,1,$0.85,$0.66,-$85.66
04/12/2024,Sell to Close,IWM 04/12/2024 198.00 P,TDA TRAN - Sold to Close 1 (IWM Apr 12 2024 198.0 Put) @0.1300,1,$0.13,$0.66,$12.34
04/12/2024,Sell to Close,AAPL 04/19/2024 180.00 C,TDA TRAN - Sold to Close 2 (AAPL Apr 19 2024 180.0 Call) @0.8200,2,$0.82,$1.33,$162.67
04/12/2024,Sell to Close,SPY 04/12/2024 511.00 P,TDA TRAN - Sold to Close 1 (SPY Apr 12 2024 511.0 Put) @1.2300,1,$1.23,$0.66,$122.34
04/12/2024,Sell to Close,SPY 04/12/2024 511.00 P,TDA TRAN - Sold to Close 2 (SPY Apr 12 2024 511.0 Put) @1.1900,2,$1.19,$1.33,$236.67
04/12/2024,Buy to Open,SPY 04/12/2024 511.00 P,TDA TRAN - Bought to Open 1 (SPY Apr 12 2024 511.0 Put) @0.8400,1,$0.84,$0.66,-$84.66
04/12/2024,Buy to Open,SPY 04/12/2024 511.00 P,TDA TRAN - Bought to Open 2 (SPY Apr 12 2024 511.0 Put) @0.7800,2,$0.78,$1.32,-$157.32
04/12/2024,Buy to Open,AAPL 04/19/2024 180.00 C,TDA TRAN - Bought to Open 1 (AAPL Apr 19 2024 180.0 Call) @1.1400,1,$1.14,$0.66,-$114.66
04/12/2024,Buy to Open,AAPL 04/19/2024 180.00 C,TDA TRAN - Bought to Open 3 (AAPL Apr 19 2024 180.0 Call) @1.1700,3,$1.17,$1.98,-$352.98
04/12/2024,Sell to Close,AAPL 04/19/2024 180.00 C,TDA TRAN - Sold to Close 3 (AAPL Apr 19 2024 180.0 Call) @1.0100,3,$1.01,$1.99,$301.01
04/12/2024,Buy to Open,AAPL 04/19/2024 180.00 C,TDA TRAN - Bought to Open 3 (AAPL Apr 19 2024 180.0 Call) @1.1000,3,$1.10,$1.98,-$331.98
04/12/2024,Sell to Close,EVLV 05/17/2024 6.00 C,TDA TRAN - Sold to Close 3 (EVLV May 17 2024 6.0 Call) @0.0500,3,$0.05,$1.99,$13.01
04/12/2024,Sell to Close,META 04/19/2024 530.00 C,TDA TRAN - Sold to Close 1 (META Apr 19 2024 530.0 Call) @3.6000,1,$3.60,$0.66,$359.34
04/12/2024,Sell to Close,SPY 04/12/2024 511.00 P,TDA TRAN - Sold to Close 2 (SPY Apr 12 2024 511.0 Put) @0.9200,2,$0.92,$1.33,$182.67
04/12/2024,Buy to Open,SPY 04/12/2024 511.00 P,TDA TRAN - Bought to Open 2 (SPY Apr 12 2024 511.0 Put) @0.9100,2,$0.91,$1.32,-$183.32
04/12/2024,Sell to Close,NVDA 04/12/2024 900.00 C,TDA TRAN - Sold to Close 1 (NVDA Apr 12 2024 900.0 Call) @1.3500,1,$1.35,$0.66,$134.34
04/12/2024,Buy to Open,AMZN 04/19/2024 190.00 C,TDA TRAN - Bought to Open 1 (AMZN Apr 19 2024 190.0 Call) @1.7300,1,$1.73,$0.66,-$173.66
04/12/2024,Buy to Open,AMZN 04/19/2024 190.00 C,TDA TRAN - Bought to Open 2 (AMZN Apr 19 2024 190.0 Call) @1.8900,2,$1.89,$1.32,-$379.32
04/12/2024,Buy to Open,NVDA 04/12/2024 900.00 C,TDA TRAN - Bought to Open 1 (NVDA Apr 12 2024 900.0 Call) @3.2500,1,$3.25,$0.66,-$325.66
04/12/2024,Sell to Close,NVDA 04/12/2024 905.00 C,TDA TRAN - Sold to Close 1 (NVDA Apr 12 2024 905.0 Call) @2.3900,1,$2.39,$0.66,$238.34
04/12/2024,Buy to Open,NVDA 04/12/2024 905.00 C,TDA TRAN - Bought to Open 1 (NVDA Apr 12 2024 905.0 Call) @3.1000,1,$3.10,$0.66,-$310.66
04/12/2024,Sell to Close,AAPL 04/19/2024 180.00 C,TDA TRAN - Sold to Close 1 (AAPL Apr 19 2024 180.0 Call) @1.0700,1,$1.07,$0.66,$106.34
04/12/2024,Buy to Open,AAPL 04/19/2024 180.00 C,TDA TRAN - Bought to Open 1 (AAPL Apr 19 2024 180.0 Call) @0.9700,1,$0.97,$0.66,-$97.66
04/12/2024,Sell to Close,AAPL 04/19/2024 177.50 C,TDA TRAN - Sold to Close 2 (AAPL Apr 19 2024 177.5 Call) @1.6600,2,$1.66,$1.33,$330.67
04/12/2024,Sell to Close,AAPL 04/19/2024 180.00 C,TDA TRAN - Sold to Close 2 (AAPL Apr 19 2024 180.0 Call) @0.7200,2,$0.72,$1.33,$142.67
04/12/2024,Buy to Open,AAPL 04/19/2024 177.50 C,TDA TRAN - Bought to Open 1 (AAPL Apr 19 2024 177.5 Call) @1.3000,1,$1.30,$0.01,-$130.01
04/12/2024,Buy to Open,AAPL 04/19/2024 177.50 C,TDA TRAN - Bought to Open 1 (AAPL Apr 19 2024 177.5 Call) @1.3100,1,$1.31,$1.31,-$132.31
04/11/2024,Buy to Open,NVDA 04/12/2024 950.00 C,TDA TRAN - Bought to Open 1 (NVDA Apr 12 2024 950.0 Call) @0.3000,1,$0.30,$0.66,-$30.66
04/11/2024,Buy to Open,LRCX 04/12/2024 1000.00 C,TDA TRAN - Bought to Open 1 (LRCX Apr 12 2024 1000.0 Call) @1.4200,1,$1.42,$0.66,-$142.66
04/11/2024,Sell to Close,NVDA 04/12/2024 917.50 C,TDA TRAN - Sold to Close 1 (NVDA Apr 12 2024 917.5 Call) @2.7300,1,$2.73,$0.66,$272.34
04/11/2024,Sell to Close,AAPL 04/19/2024 180.00 C,TDA TRAN - Sold to Close 1 (AAPL Apr 19 2024 180.0 Call) @0.6700,1,$0.67,$0.66,$66.34
04/11/2024,Sell to Close,AAPL 04/19/2024 180.00 C,TDA TRAN - Sold to Close 2 (AAPL Apr 19 2024 180.0 Call) @0.5800,2,$0.58,$1.33,$114.67
04/11/2024,Buy to Open,AAPL 04/19/2024 180.00 C,TDA TRAN - Bought to Open 1 (AAPL Apr 19 2024 180.0 Call) @0.3900,1,$0.39,$0.66,-$39.66
04/11/2024,Buy to Open,AAPL 04/19/2024 180.00 C,TDA TRAN - Bought to Open 1 (AAPL Apr 19 2024 180.0 Call) @0.4200,1,$0.42,$0.66,-$42.66
04/11/2024,Buy to Open,AAPL 04/19/2024 180.00 C,TDA TRAN - Bought to Open 1 (AAPL Apr 19 2024 180.0 Call) @0.4300,1,$0.43,$0.66,-$43.66
04/11/2024,Sell to Close,TQQQ 05/10/2024 60.00 C,TDA TRAN - Sold to Close 1 (TQQQ May 10 2024 60.0 Call) @4.7000,1,$4.70,$0.66,$469.34
04/11/2024,Buy to Open,META 04/19/2024 530.00 C,TDA TRAN - Bought to Open 1 (META Apr 19 2024 530.0 Call) @6.4000,1,$6.40,$0.66,-$640.66
04/11/2024,Sell to Close,AAPL 04/19/2024 175.00 C,TDA TRAN - Sold to Close 2 (AAPL Apr 19 2024 175.0 Call) @1.9500,2,$1.95,$1.33,$388.67
04/11/2024,Buy to Open,AAPL 04/19/2024 180.00 C,TDA TRAN - Bought to Open 2 (AAPL Apr 19 2024 180.0 Call) @0.4800,2,$0.48,$1.32,-$97.32
04/11/2024,Buy to Open,NVDA 04/12/2024 917.50 C,TDA TRAN - Bought to Open 1 (NVDA Apr 12 2024 917.5 Call) @2.0000,1,$2.00,$0.66,-$200.66
04/11/2024,Sell to Close,LRCX 04/12/2024 1000.00 C,TDA TRAN - Sold to Close 1 (LRCX Apr 12 2024 1000.0 Call) @1.4500,1,$1.45,$0.66,$144.34
04/11/2024,Buy to Open,AAPL 04/19/2024 175.00 C,TDA TRAN - Bought to Open 2 (AAPL Apr 19 2024 175.0 Call) @1.7000,2,$1.70,$1.32,-$341.32
04/11/2024,Sell to Close,TQQQ 05/10/2024 60.00 C,TDA TRAN - Sold to Close 1 (TQQQ May 10 2024 60.0 Call) @4.5500,1,$4.55,$0.66,$454.34
04/11/2024,Sell to Close,NVDA 04/12/2024 920.00 C,TDA TRAN - Sold to Close 1 (NVDA Apr 12 2024 920.0 Call) @1.5500,1,$1.55,$0.66,$154.34
04/11/2024,Sell to Close,NVDA 04/12/2024 920.00 C,TDA TRAN - Sold to Close 1 (NVDA Apr 12 2024 920.0 Call) @1.5900,1,$1.59,$0.66,$158.34
04/11/2024,Buy to Open,NVDA 04/12/2024 920.00 C,TDA TRAN - Bought to Open 1 (NVDA Apr 12 2024 920.0 Call) @1.1500,1,$1.15,$0.66,-$115.66
04/11/2024,Buy to Open,NVDA 04/12/2024 920.00 C,TDA TRAN - Bought to Open 1 (NVDA Apr 12 2024 920.0 Call) @1.1600,1,$1.16,$0.66,-$116.66
04/11/2024,Sell to Close,LRCX 04/12/2024 1000.00 C,TDA TRAN - Sold to Close 1 (LRCX Apr 12 2024 1000.0 Call) @1.0000,1,$1.00,$0.66,$99.34
04/11/2024,Sell to Close,LRCX 04/12/2024 980.00 C,TDA TRAN - Sold to Close 1 (LRCX Apr 12 2024 980.0 Call) @5.6300,1,$5.63,$0.66,$562.34
04/11/2024,Buy to Open,LRCX 04/12/2024 980.00 C,TDA TRAN - Bought to Open 1 (LRCX Apr 12 2024 980.0 Call) @5.5000,1,$5.50,$0.66,-$550.66
04/11/2024,Sell to Close,NVDA 04/12/2024 910.00 C,TDA TRAN - Sold to Close 1 (NVDA Apr 12 2024 910.0 Call) @3.1500,1,$3.15,$0.66,$314.34
04/11/2024,Sell to Close,LRCX 04/12/2024 980.00 C,TDA TRAN - Sold to Close 1 (LRCX Apr 12 2024 980.0 Call) @5.1500,1,$5.15,$0.66,$514.34
04/11/2024,Sell to Close,TSLA 04/12/2024 172.50 C,TDA TRAN - Sold to Close 2 (TSLA Apr 12 2024 172.5 Call) @1.6400,2,$1.64,$1.33,$326.67
04/11/2024,Buy to Open,LRCX 04/12/2024 980.00 C,TDA TRAN - Bought to Open 1 (LRCX Apr 12 2024 980.0 Call) @3.0000,1,$3.00,$0.66,-$300.66
04/11/2024,Buy to Open,NVDA 04/12/2024 910.00 C,TDA TRAN - Bought to Open 1 (NVDA Apr 12 2024 910.0 Call) @2.9800,1,$2.98,$0.66,-$298.66
